timestamp,rel_offset_s,category,message
1773666090.482,1834.2,DSF,"+50+005.dsf (54ms)"
1773666090.548,1834.3,DSF,"+50+005.dsf (77ms)"
1773666090.583,1834.3,DSF,"+50+005.dsf (8ms)"
1773666090.583,1834.3,DSF,"+50+005.dsf (0ms)"
1773666090.682,1834.4,DSF,"+50+005.dsf (98ms)"
1773666091.065,1834.8,DSF,"+50+005.dsf (370ms)"
1773666091.098,1834.8,DSF,"+50+005.dsf (44ms)"
1773666091.166,1834.9,DSF,"+52+006.dsf (30ms)"
1773666091.199,1834.9,DSF,"+52+006.dsf (34ms)"
1773666091.199,1834.9,DSF,"+52+006.dsf (16ms)"
1773666091.232,1835.0,DSF,"+52+006.dsf (1ms)"
1773666091.365,1835.1,DSF,"+50+005.dsf (250ms)"
1773666091.499,1835.2,DSF,"+52+006.dsf (270ms)"
1773666094.850,1838.6,DSF,"+52+006.dsf (3373ms)"
1773666094.942,1838.7,DSF,"+52+006.dsf (67ms)"
1773666095.164,1838.9,DSF,"+52+006.dsf (226ms)"
1773666096.215,1840.0,DSF,"+50+005.dsf (4833ms)"
1773666098.480,1842.2,DSF,"+52+006.dsf (3120ms)"
1773666109.015,1852.8,DSF,"+51+006.dsf (34ms)"
1773666109.116,1852.9,DSF,"+51+006.dsf (61ms)"
1773666109.216,1853.0,DSF,"+51+006.dsf (126ms)"
1773666109.283,1853.0,DSF,"+51+006.dsf (61ms)"
1773666109.315,1853.1,DSF,"+51+006.dsf (2ms)"
1773666110.082,1853.8,DSF,"+51+006.dsf (783ms)"
1773666127.499,1871.2,DSF,"+51+006.dsf (17417ms)"
1773666127.599,1871.3,DSF,"+51+006.dsf (111ms)"
1773666130.648,1874.4,DSF,"+51+006.dsf (3025ms)"
1773666138.561,1882.3,DSF,"+51+006.dsf (7744ms)"
1773666153.554,1897.3,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDL Ibedesign Dusseldorf XP12 Converter/luces_taxi/txyyy.obj has a bad light name: "
1773666153.554,1897.3,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDL Ibedesign Dusseldorf XP12 Converter/luces_taxi/txyyy.obj has a bad light name: "
1773666153.554,1897.3,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDL Ibedesign Dusseldorf XP12 Converter/luces_taxi/txygg.obj has a bad light name: "
1773666153.554,1897.3,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDL Ibedesign Dusseldorf XP12 Converter/luces_taxi/txygg.obj has a bad light name: "
1773666156.348,1900.1,ERROR,"E/OBJ: The object Custom Data/CSL/X-CSL/A21N/A21NPWfan.obj has unbalanced anim begins."
1773666277.231,2021.0,AIRPORT,"Loading sim objects for airport EHNR"
1773666305.032,2048.8,WEATHER,"Will fetch 'https://weatherservice.x-plane.com/api/v1/manifest/debug/2026-03-16T13:05:07Z' for epoch '1773666307"
1773666305.783,2049.5,WEATHER,"Parsing weather manifest ID '80581'"
1773666325.348,2069.1,AIRPORT,"Loading sim objects for airport EHVK"
1773666348.031,2091.8,DSF,"+50+007.dsf (80ms)"
1773666348.131,2091.9,DSF,"+50+007.dsf (73ms)"
1773666348.231,2092.0,DSF,"+50+007.dsf (75ms)"
1773666348.298,2092.0,DSF,"+50+007.dsf (64ms)"
1773666348.298,2092.0,DSF,"+50+007.dsf (4ms)"
1773666349.481,2093.2,DSF,"+50+007.dsf (1202ms)"
1773666353.431,2097.2,DSF,"+52+007.dsf (89ms)"
1773666353.531,2097.3,DSF,"+52+007.dsf (62ms)"
1773666353.598,2097.3,DSF,"+52+007.dsf (54ms)"
1773666353.598,2097.3,DSF,"+52+007.dsf (6ms)"
1773666353.598,2097.3,DSF,"+52+007.dsf (1ms)"
1773666353.781,2097.5,DSF,"+52+007.dsf (166ms)"
1773666355.181,2098.9,DSF,"+52+007.dsf (1420ms)"
1773666355.248,2099.0,DSF,"+52+007.dsf (65ms)"
1773666355.381,2099.1,DSF,"+52+007.dsf (113ms)"
1773666355.798,2099.5,DSF,"+52+007.dsf (402ms)"
1773666362.265,2106.0,DSF,"+52+007.dsf (6422ms)"
1773666365.298,2109.0,DSF,"+50+007.dsf (15804ms)"
1773666365.392,2109.1,DSF,"+50+007.dsf (96ms)"
1773666365.764,2109.5,DSF,"+50+007.dsf (365ms)"
1773666381.498,2125.2,DSF,"+50+007.dsf (15726ms)"
1773666384.750,2128.5,AIRPORT,"Loading sim objects for airport EHDP"
1773666385.301,2129.0,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDK - Iberdesign V2.6 - Airport/Assets/Models/LightFixtures/EDDK_LightFixtures_THRE"
1773666385.301,2129.0,ERROR,"E/OBJ: ERROR: object Custom Scenery/EDDK - Iberdesign V2.6 - Airport/Assets/Models/LightFixtures/EDDK_LightFixtures_RWY_"
