timestamp,total_mb,used_mb,free_mb,available_mb,buffers_mb,cached_mb,swap_used_mb,swap_free_mb,dirty_mb,writeback_mb
1773644529.495,94177,40057,22925,69892,217,30977,0,138454,931.5,0.8
1773644529.696,94177,40088,22874,69864,217,30997,0,138454,950.7,0.0
1773644529.897,94177,40002,22950,69952,217,31008,0,138454,962.1,0.0
1773644530.097,94177,40088,22850,69867,217,31021,0,138454,975.2,0.0
1773644530.315,94177,40170,22752,69787,217,31038,0,138454,991.5,0.0
1773644530.516,94177,40189,22721,69770,217,31050,0,138454,1003.3,0.0
1773644530.716,94177,40109,22795,69850,217,31056,0,138454,1009.3,0.0
1773644530.917,94177,39994,22891,69967,217,31074,0,138454,1028.2,0.0
1773644531.117,94177,39954,22924,70009,217,31082,0,138454,1035.7,0.0
1773644531.342,94177,40161,22703,69803,217,31095,0,138454,1049.0,0.0
1773644531.542,94177,40105,22750,69861,217,31105,0,138454,1059.0,0.0
1773644531.743,94177,40000,22837,69967,217,31122,0,138454,1075.9,0.0
1773644531.943,94177,39868,22956,70101,217,31136,0,138454,1090.0,0.0
1773644532.144,94177,40014,22795,69956,217,31151,0,138454,1104.7,0.0
1773644532.364,94177,40087,22708,69885,217,31164,0,138454,1118.1,0.0
1773644532.565,94177,40132,22652,69841,217,31176,0,138454,1129.8,0.0
1773644532.765,94177,39996,22776,69979,217,31188,0,138454,1141.9,0.0
1773644532.966,94177,40015,22745,69961,217,31199,0,138454,1153.1,0.0
1773644533.167,94177,40166,22581,69813,217,31213,0,138454,1166.8,0.0
1773644533.388,94177,40282,22455,69698,217,31223,0,138454,1177.0,0.0
1773644533.588,94177,40399,22321,69583,217,31240,0,138454,1193.7,0.0
1773644533.789,94177,40342,22366,69641,217,31252,0,138454,1205.8,0.0
1773644533.990,94177,40344,22350,69640,217,31266,0,138454,1194.1,0.9
1773644534.190,94177,40112,22567,69875,217,31281,0,138454,1183.9,0.6
1773644534.415,94177,40112,22547,69877,217,31300,0,138454,1165.3,3.2
1773644534.616,94177,40197,22442,69794,217,31321,0,138454,1160.2,0.0
1773644534.816,94177,40172,22453,69820,217,31334,0,138454,1148.0,3.2
1773644535.017,94177,40083,22523,69912,217,31354,0,138454,1139.4,3.8
1773644535.217,94177,40109,22486,69888,217,31365,0,138454,1121.7,2.9
1773644535.436,94177,40339,22240,69660,217,31381,0,138454,1101.6,0.8
1773644535.637,94177,40317,22251,69683,217,31391,0,138454,1083.0,2.0
1773644535.837,94177,40397,22154,69605,217,31409,0,138454,1070.2,1.6
1773644536.038,94177,40455,22083,69549,217,31423,0,138454,1055.9,2.0
1773644536.238,94177,40519,21998,69487,217,31442,0,138454,1042.1,1.5
1773644536.470,94177,40480,22023,69529,217,31457,0,138454,1021.2,3.1
1773644536.670,94177,40485,22008,69525,217,31467,0,138454,999.7,1.1
1773644536.871,94177,40398,22080,69613,217,31482,0,138454,983.2,0.8
1773644537.071,94177,40578,21890,69434,217,31492,0,138454,968.0,4.6
1773644537.272,94177,40525,21929,69489,217,31505,0,138454,952.7,1.9
1773644537.493,94177,40626,21812,69390,217,31522,0,138454,930.2,1.6
1773644537.694,94177,40589,21837,69429,217,31534,0,138454,910.8,1.2
1773644537.894,94177,40618,21789,69402,217,31553,0,138454,897.2,1.4
1773644538.095,94177,40631,21762,69390,217,31566,0,138454,882.3,2.1
1773644538.295,94177,40613,21767,69410,217,31580,0,138454,868.0,0.7
1773644538.518,94177,40602,21744,69424,217,31614,0,138454,859.3,2.4
1773644538.719,94177,40546,21778,69481,217,31636,0,138454,775.6,1.1
1773644538.919,94177,40382,21918,69645,217,31659,0,138454,770.8,1.2
