timestamp,rel_s,fps,frame_time_ms,cpu_time_ms,gpu_time_ms,lat,lon,elev_m,agl_m,gs_kts,ias_kts,sim_time_s,paused
1774178791.025,34.35,30.3,33.04,14.07,18.97,47.453259,8.559381,429.8,-0.1,0.0,4.6,30.3,0
1774178791.226,34.55,29.7,33.71,14.74,18.97,47.453259,8.559381,429.8,-0.1,0.0,5.6,30.5,0
1774178791.459,34.79,30.0,33.35,14.38,18.97,47.453259,8.559381,429.8,-0.1,0.0,6.4,30.7,0
1774178791.692,35.02,29.7,33.66,14.69,18.97,47.453259,8.559381,429.8,-0.1,0.0,7.1,30.9,0
1774178791.894,35.22,29.5,33.95,15.06,18.89,47.453259,8.559381,429.8,-0.1,0.0,7.5,31.1,0
1774178792.126,35.46,30.5,32.80,13.91,18.89,47.453259,8.559381,429.8,-0.1,0.0,7.9,31.4,0
1774178792.326,35.65,29.8,33.56,14.67,18.89,47.453259,8.559381,429.8,-0.1,0.0,8.1,31.6,0
1774178792.527,35.86,29.8,33.53,14.64,18.89,47.453259,8.559381,429.8,-0.1,0.0,8.3,31.8,0
1774178792.760,36.09,30.2,33.14,14.25,18.89,47.453259,8.559381,429.8,-0.1,0.0,8.4,32.0,0
1774178792.962,36.29,31.1,32.13,13.04,19.09,47.453259,8.559381,429.8,-0.1,0.0,8.4,32.2,0
1774178793.161,36.49,29.4,34.05,14.96,19.09,47.453259,8.559381,429.8,-0.1,0.0,8.4,32.4,0
1774178793.392,36.72,30.1,33.27,14.18,19.09,47.453259,8.559381,429.8,-0.1,0.0,8.4,32.6,0
1774178793.595,36.92,29.8,33.52,14.43,19.09,47.453259,8.559381,429.8,-0.1,0.0,8.4,32.8,0
1774178793.795,37.12,30.1,33.17,14.08,19.09,47.453259,8.559381,429.8,-0.1,0.0,8.4,33.0,0
1774178794.027,37.36,30.1,33.18,14.37,18.81,47.453259,8.559381,429.8,-0.1,0.0,8.4,33.3,0
1774178794.227,37.56,29.8,33.51,14.70,18.81,47.453259,8.559381,429.8,-0.1,0.0,8.5,33.5,0
1774178794.460,37.79,29.5,33.93,15.12,18.81,47.453259,8.559381,429.8,-0.1,0.0,8.6,33.7,0
1774178794.692,38.02,30.0,33.31,14.50,18.81,47.453259,8.559381,429.8,-0.1,0.0,8.7,33.9,0
1774178794.927,38.26,29.8,33.58,14.50,19.08,47.453259,8.559381,429.8,-0.1,0.0,8.8,34.2,0
1774178795.127,38.46,29.6,33.76,14.68,19.08,47.453259,8.559381,429.8,-0.1,0.0,8.8,34.4,0
1774178795.358,38.69,30.3,33.04,13.96,19.08,47.453259,8.559381,429.8,-0.1,0.0,8.9,34.6,0
1774178795.560,38.89,30.0,33.37,14.29,19.08,47.453259,8.559381,429.8,-0.1,0.0,9.0,34.8,0
1774178795.793,39.12,29.7,33.72,14.64,19.08,47.453259,8.559381,429.8,-0.1,0.0,9.0,35.0,0
1774178796.028,39.36,29.1,34.42,16.04,18.38,47.453259,8.559381,429.8,-0.1,0.0,9.1,35.3,0
1774178796.260,39.59,29.6,33.84,15.46,18.38,47.453259,8.559381,429.8,-0.1,0.0,9.1,35.5,0
1774178796.493,39.82,29.9,33.48,15.10,18.38,47.453259,8.559381,429.8,-0.1,0.0,9.1,35.7,0
1774178796.692,40.02,30.2,33.14,14.76,18.38,47.453259,8.559381,429.8,-0.1,0.0,9.1,35.9,0
1774178796.893,40.22,29.2,34.21,15.83,18.38,47.453259,8.559381,429.8,-0.1,0.0,8.9,36.1,0
1774178797.127,40.46,29.9,33.42,14.33,19.09,47.453259,8.559381,429.8,-0.1,0.0,8.6,36.4,0
1774178797.359,40.69,30.0,33.35,14.26,19.09,47.453259,8.559381,429.8,-0.1,0.0,8.2,36.6,0
1774178797.559,40.89,29.7,33.66,14.57,19.09,47.453259,8.559381,429.8,-0.1,0.0,7.7,36.8,0
1774178797.793,41.12,29.6,33.80,14.71,19.09,47.453259,8.559381,429.8,-0.1,0.0,6.6,37.0,0
1774178798.026,41.35,29.8,33.50,14.67,18.83,47.453259,8.559381,429.8,-0.1,0.0,5.2,37.3,0
1774178798.259,41.59,30.2,33.07,14.24,18.83,47.453259,8.559381,429.8,-0.1,0.0,3.7,37.5,0
1774178798.460,41.79,30.2,33.11,14.28,18.83,47.453259,8.559381,429.8,-0.1,0.0,2.4,37.7,0
1774178798.693,42.02,29.8,33.53,14.70,18.83,47.453259,8.559381,429.8,-0.1,0.0,1.0,37.9,0
1774178798.894,42.22,29.6,33.76,14.93,18.83,47.453259,8.559381,429.8,-0.1,0.0,0.2,38.1,0
1774178799.093,42.42,29.4,34.06,15.12,18.94,47.453259,8.559381,429.8,-0.1,0.0,-0.1,38.3,0
1774178799.326,42.65,30.8,32.51,13.57,18.94,47.453259,8.559381,429.8,-0.1,0.0,-0.2,38.6,0
1774178799.527,42.86,29.4,33.98,15.05,18.94,47.453259,8.559381,429.8,-0.1,0.0,-0.1,38.8,0
1774178799.759,43.09,29.8,33.59,14.65,18.94,47.453259,8.559381,429.8,-0.1,0.0,0.5,39.0,0
1774178799.960,43.29,30.7,32.59,13.65,18.94,47.453259,8.559381,429.8,-0.1,0.0,1.1,39.2,0
1774178800.159,43.49,29.1,34.34,15.47,18.87,47.453259,8.559381,429.8,-0.1,0.0,1.3,39.4,0
1774178800.393,43.72,29.7,33.63,14.76,18.87,47.453259,8.559381,429.8,-0.1,0.0,1.2,39.6,0
1774178800.594,43.92,29.2,34.21,15.34,18.87,47.453259,8.559381,429.8,-0.1,0.0,0.9,39.8,0
1774178800.827,44.16,30.4,32.89,14.02,18.87,47.453259,8.559381,429.8,-0.1,0.0,0.6,40.1,0
1774178801.028,44.36,29.7,33.71,14.84,18.87,47.453259,8.559381,429.8,-0.1,0.0,0.3,40.3,0
1774178801.259,44.59,30.1,33.23,14.14,19.09,47.453259,8.559381,429.8,-0.1,0.0,0.4,40.5,0
1774178801.460,44.79,30.0,33.33,14.23,19.09,47.453259,8.559381,429.8,-0.1,0.0,1.0,40.7,0
1774178801.676,45.01,41.6,24.06,4.97,19.09,47.453259,8.559381,429.8,-0.1,0.0,2.0,40.9,0
1774178801.898,45.23,46.0,21.74,2.65,19.09,47.453259,8.559381,429.8,-0.1,0.0,3.2,41.1,0
1774178802.114,45.44,43.5,22.97,6.79,16.19,47.453259,8.559381,429.8,-0.1,0.0,4.3,41.4,0
1774178802.344,45.67,26.0,38.41,22.22,16.19,47.453259,8.559381,429.8,-0.1,0.0,5.3,41.6,0
1774178802.560,45.89,30.4,32.86,16.67,16.19,47.453259,8.559381,429.8,-0.1,0.0,6.1,41.8,0
1774178802.777,46.11,28.6,35.00,18.81,16.19,47.453259,8.559381,429.8,-0.1,0.0,6.6,42.0,0
1774178802.979,46.31,29.3,34.18,17.99,16.19,47.453259,8.559381,429.8,-0.1,0.0,6.9,42.2,0
1774178803.187,46.52,43.7,22.87,0.62,22.24,47.453259,8.559381,429.8,-0.1,0.0,7.2,42.4,0
1774178803.407,46.74,45.9,21.80,0.00,22.24,47.453259,8.559381,429.8,-0.1,0.0,7.4,42.7,0
1774178803.611,46.94,29.8,33.55,11.30,22.24,47.453259,8.559381,429.8,-0.1,0.0,7.5,42.9,0
1774178803.810,47.14,29.7,33.68,11.44,22.24,47.453259,8.559381,429.8,-0.1,0.0,7.5,43.1,0
1774178804.043,47.37,30.0,33.31,11.07,22.24,47.453259,8.559381,429.8,-0.1,0.0,7.2,43.3,0
1774178804.377,47.71,19.9,50.25,16.66,33.59,47.453259,8.559381,429.8,-0.1,0.0,5.6,43.6,0
1774178804.577,47.91,29.7,33.63,0.04,33.59,47.453259,8.559381,429.8,-0.1,0.0,3.8,43.9,0
1774178804.777,48.11,30.3,33.03,0.00,33.59,47.453259,8.559381,429.8,-0.1,0.0,2.4,44.1,0
1774178805.010,48.34,29.8,33.56,0.00,33.59,47.453259,8.559381,429.8,-0.1,0.0,0.7,44.3,0
1774178805.230,48.56,46.0,21.76,0.00,33.59,47.453259,8.559381,429.8,-0.1,0.0,-0.7,44.5,0
1774178805.460,48.79,29.9,33.47,14.77,18.70,47.453259,8.559381,429.8,-0.1,0.0,-2.0,44.7,0
1774178805.695,49.02,29.3,34.13,15.44,18.70,47.453259,8.559381,429.8,-0.1,0.0,-3.1,45.0,0
1774178805.927,49.26,30.2,33.08,14.38,18.70,47.453259,8.559381,429.8,-0.1,0.0,-3.9,45.2,0
1774178806.145,49.47,19.9,50.25,31.55,18.70,47.453259,8.559381,429.8,-0.1,0.0,-4.4,45.4,0
1774178806.362,49.69,30.2,33.09,15.00,18.09,47.453259,8.559381,429.8,-0.1,0.0,-4.6,45.6,0
1774178806.589,49.92,27.4,36.44,18.36,18.09,47.453259,8.559381,429.8,-0.1,0.0,-4.0,45.9,0
1774178806.811,50.14,32.8,30.48,12.39,18.09,47.453259,8.559381,429.8,-0.1,0.0,-2.5,46.1,0
1774178807.011,50.34,29.6,33.77,15.68,18.09,47.453259,8.559381,429.8,-0.1,0.0,-0.8,46.3,0
1774178807.244,50.57,29.8,33.55,15.46,18.09,47.453259,8.559381,429.8,-0.1,0.0,1.2,46.5,0
1774178807.443,50.77,29.5,33.94,15.60,18.34,47.453259,8.559381,429.8,-0.1,0.0,2.8,46.7,0
1774178807.644,50.97,29.2,34.24,15.90,18.34,47.453259,8.559381,429.8,-0.1,0.0,4.2,46.9,0
1774178807.876,51.20,30.5,32.82,14.48,18.34,47.453259,8.559381,429.8,-0.1,0.0,5.5,47.2,0
1774178808.077,51.41,30.1,33.23,14.89,18.34,47.453259,8.559381,429.8,-0.1,0.0,6.4,47.4,0
1774178808.277,51.61,30.0,33.32,15.60,17.72,47.453259,8.559381,429.8,-0.1,0.0,7.1,47.6,0
1774178808.476,51.81,29.7,33.66,15.94,17.72,47.453259,8.559381,429.8,-0.1,0.0,7.6,47.8,0
1774178808.689,52.02,19.9,50.25,32.53,17.72,47.453259,8.559381,429.8,-0.1,0.0,8.0,48.0,0
1774178808.911,52.24,30.0,33.37,15.65,17.72,47.453259,8.559381,429.8,-0.1,0.0,8.3,48.2,0
1774178809.145,52.47,29.1,34.35,16.63,17.72,47.453259,8.559381,429.8,-0.1,0.0,8.5,48.5,0
1774178809.378,52.71,30.0,33.34,14.70,18.65,47.453259,8.559381,429.8,-0.1,0.0,8.7,48.7,0
1774178809.577,52.91,30.1,33.17,14.52,18.65,47.453259,8.559381,429.8,-0.1,0.0,8.8,48.9,0
1774178809.778,53.11,29.6,33.83,15.18,18.65,47.453259,8.559381,429.8,-0.1,0.0,8.9,49.1,0
1774178810.008,53.34,30.5,32.78,14.13,18.65,47.453259,8.559381,429.8,-0.1,0.0,9.0,49.3,0
1774178810.210,53.54,30.4,32.86,14.21,18.65,47.453259,8.559381,429.8,-0.1,0.0,9.0,49.5,0
